imagen_id,imagen_path,label_real,label_real_nombre,pred_vit,pred_nombre,acierto,conf_pred,conf_correcta,prob_anger,prob_disgust,prob_fear,prob_happy,prob_neutral,prob_sad,prob_surprise
test_0186_aligned.jpg,RAF_DB/DATASET/test/anger/test_0186_aligned.jpg,0,anger,0,anger,1,0.91364664,0.91364664,0.91364664,0.0011091377,0.027779937,0.056349646,8.958612e-07,0.0011124169,1.3437112e-06
test_1602_aligned.jpg,RAF_DB/DATASET/test/anger/test_1602_aligned.jpg,0,anger,3,happy,0,0.6292988,0.006906633,0.006906633,0.14233191,0.20234187,0.6292988,0.0037488288,0.008106008,0.007265915
test_1976_aligned.jpg,RAF_DB/DATASET/test/anger/test_1976_aligned.jpg,0,anger,0,anger,1,0.99027693,0.99027693,0.99027693,0.00739244,0.00041490974,0.00016912734,1.4617558e-06,0.0015205662,0.0002246815
test_0321_aligned.jpg,RAF_DB/DATASET/test/anger/test_0321_aligned.jpg,0,anger,1,disgust,0,0.54625905,0.17585944,0.17585944,0.54625905,0.008070075,0.031218946,0.085305996,0.023671351,0.12961513
test_2024_aligned.jpg,RAF_DB/DATASET/test/anger/test_2024_aligned.jpg,0,anger,0,anger,1,0.96850294,0.96850294,0.96850294,0.003625686,0.00024195849,0.026822967,5.2850755e-06,0.00079967204,1.4511382e-06
test_2062_aligned.jpg,RAF_DB/DATASET/test/anger/test_2062_aligned.jpg,0,anger,0,anger,1,0.83758956,0.83758956,0.83758956,0.009272111,0.089797966,0.052502915,1.4958933e-05,0.010710804,0.000111716676
test_1040_aligned.jpg,RAF_DB/DATASET/test/anger/test_1040_aligned.jpg,0,anger,0,anger,1,0.99245304,0.99245304,0.99245304,0.0010669356,0.0007091811,0.0018904589,7.328798e-05,0.0037629285,4.41899e-05
test_1997_aligned.jpg,RAF_DB/DATASET/test/anger/test_1997_aligned.jpg,0,anger,2,fear,0,0.9160688,0.08092478,0.08092478,0.00026316952,0.9160688,0.0008570644,6.63859e-07,0.0005052358,0.0013802379
test_1691_aligned.jpg,RAF_DB/DATASET/test/anger/test_1691_aligned.jpg,0,anger,0,anger,1,0.5547053,0.5547053,0.5547053,0.002170054,0.26371047,0.012421987,0.00065272144,0.0034385116,0.16290087
test_1683_aligned.jpg,RAF_DB/DATASET/test/anger/test_1683_aligned.jpg,0,anger,0,anger,1,0.84302944,0.84302944,0.84302944,0.020666389,0.004020704,0.022320328,3.974085e-05,0.098126076,0.011797463
test_1684_aligned.jpg,RAF_DB/DATASET/test/anger/test_1684_aligned.jpg,0,anger,0,anger,1,0.52147025,0.52147025,0.52147025,0.072946265,0.13623612,0.039608713,0.072974265,0.12779143,0.028972955
test_1830_aligned.jpg,RAF_DB/DATASET/test/anger/test_1830_aligned.jpg,0,anger,0,anger,1,0.9691906,0.9691906,0.9691906,0.01781987,9.436545e-05,0.011989536,5.0369632e-05,0.0008408207,1.4486213e-05
test_0358_aligned.jpg,RAF_DB/DATASET/test/anger/test_0358_aligned.jpg,0,anger,3,happy,0,0.56455797,0.26234674,0.26234674,0.029871956,0.1098765,0.56455797,0.0017688386,0.030954625,0.0006233881
test_1669_aligned.jpg,RAF_DB/DATASET/test/anger/test_1669_aligned.jpg,0,anger,4,neutral,0,0.3962089,0.2885524,0.2885524,0.21946971,0.00944911,0.0030195627,0.3962089,0.07485178,0.008448588
test_1858_aligned.jpg,RAF_DB/DATASET/test/anger/test_1858_aligned.jpg,0,anger,1,disgust,0,0.3951418,0.17435528,0.17435528,0.3951418,0.00840768,0.0055883476,0.192533,0.2018481,0.022125816
test_1437_aligned.jpg,RAF_DB/DATASET/test/anger/test_1437_aligned.jpg,0,anger,1,disgust,0,0.49259534,0.017765457,0.017765457,0.49259534,0.019845435,0.12753944,0.015271006,0.030587383,0.29639596
test_1294_aligned.jpg,RAF_DB/DATASET/test/anger/test_1294_aligned.jpg,0,anger,6,surprise,0,0.6139509,0.28266373,0.28266373,0.0037317495,0.048093427,0.01421837,1.7678007e-05,0.037324157,0.6139509
test_1839_aligned.jpg,RAF_DB/DATASET/test/anger/test_1839_aligned.jpg,0,anger,0,anger,1,0.9668036,0.9668036,0.9668036,0.021774445,0.005370132,0.0049218796,6.0578927e-06,0.00076534704,0.00035845515
test_1289_aligned.jpg,RAF_DB/DATASET/test/anger/test_1289_aligned.jpg,0,anger,5,sad,0,0.623848,0.14972557,0.14972557,0.007873834,0.020534748,0.12253027,0.06369187,0.623848,0.011795718
test_1314_aligned.jpg,RAF_DB/DATASET/test/anger/test_1314_aligned.jpg,0,anger,0,anger,1,0.64735097,0.64735097,0.64735097,0.013545037,0.0034287588,0.33298615,1.8017614e-05,0.0026659206,5.2043415e-06
test_0748_aligned.jpg,RAF_DB/DATASET/test/anger/test_0748_aligned.jpg,0,anger,6,surprise,0,0.35838833,0.124659784,0.124659784,0.06633334,0.29669598,0.023624264,0.07924355,0.051054765,0.35838833
test_1013_aligned.jpg,RAF_DB/DATASET/test/anger/test_1013_aligned.jpg,0,anger,0,anger,1,0.55146664,0.55146664,0.55146664,0.20590596,0.00683127,0.22321615,0.0055913692,0.0065125246,0.00047603404
