imagen_id,imagen_path,label_real,label_real_nombre,pred_resnet,pred_nombre,acierto,conf_pred,conf_correcta,prob_anger,prob_disgust,prob_fear,prob_happy,prob_neutral,prob_sad,prob_surprise,embedding_idx
test_1976_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1976_aligned.jpg,0,anger,0,anger,1,0.99281704,0.99281704,0.99281704,0.0022677353,0.00020433427,0.00064396474,0.0001694999,0.0035719124,0.000325593,0
test_0321_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0321_aligned.jpg,0,anger,0,anger,1,0.9783045,0.9783045,0.9783045,0.00043467653,3.5679812e-05,0.00038086364,0.0048114033,3.2990672e-06,0.016029578,1
test_2024_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2024_aligned.jpg,0,anger,0,anger,1,0.59386057,0.59386057,0.59386057,0.11245689,0.0045954604,0.0018052781,0.15230092,0.04853429,0.08644653,2
test_1683_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1683_aligned.jpg,0,anger,0,anger,1,0.91648555,0.91648555,0.91648555,0.00043536193,0.07835536,0.00043132534,0.0013107369,0.00015722394,0.0028243903,3
test_1830_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1830_aligned.jpg,0,anger,0,anger,1,0.96983016,0.96983016,0.96983016,0.0015138696,3.54308e-05,0.014586753,0.00075048476,0.00018811766,0.013095386,4
test_1437_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1437_aligned.jpg,0,anger,0,anger,1,0.89581734,0.89581734,0.89581734,0.0021073653,0.012993252,0.0480877,0.008478394,0.0004409638,0.032075074,5
test_1314_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1314_aligned.jpg,0,anger,0,anger,1,0.42550388,0.42550388,0.42550388,0.14200036,0.006823547,0.37759188,0.037874505,0.004741927,0.005464026,6
test_0748_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0748_aligned.jpg,0,anger,0,anger,1,0.26607853,0.26607853,0.26607853,0.017821757,0.1578913,0.08153119,0.088362,0.22038639,0.16792889,7
test_2099_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2099_aligned.jpg,0,anger,0,anger,1,0.99212307,0.99212307,0.99212307,0.00016988405,1.936775e-05,0.006614304,0.00020313813,0.00049477734,0.00037548423,8
test_2075_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2075_aligned.jpg,0,anger,0,anger,1,0.7127865,0.7127865,0.7127865,1.2625828e-05,6.8958325e-05,0.26807573,0.0054771025,0.0009496847,0.012629279,9
test_0820_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0820_aligned.jpg,0,anger,0,anger,1,0.9926777,0.9926777,0.9926777,3.882359e-06,0.00012953723,0.004197958,2.8187678e-05,0.000800508,0.00216209,10
