imagen_id,imagen_path,label_real,label_real_nombre,pred_resnet,pred_nombre,acierto,conf_pred,conf_correcta,prob_anger,prob_disgust,prob_fear,prob_happy,prob_neutral,prob_sad,prob_surprise
test_0186_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0186_aligned.jpg,0,anger,5,sad,0,0.60148835,0.0034438374,0.0034438374,0.013967538,0.0049068923,0.16960433,0.044827096,0.60148835,0.16176195
test_1602_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1602_aligned.jpg,0,anger,4,neutral,0,0.8417812,0.0046029566,0.0046029566,0.032832623,0.00015368052,0.091968685,0.8417812,0.0014276413,0.027233148
test_1976_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1976_aligned.jpg,0,anger,0,anger,1,0.99281704,0.99281704,0.99281704,0.0022677353,0.00020433427,0.00064396474,0.0001694999,0.0035719124,0.000325593
test_0321_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0321_aligned.jpg,0,anger,0,anger,1,0.9783045,0.9783045,0.9783045,0.00043467653,3.5679812e-05,0.00038086364,0.0048114033,3.2990672e-06,0.016029578
test_2024_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2024_aligned.jpg,0,anger,0,anger,1,0.59386057,0.59386057,0.59386057,0.11245689,0.0045954604,0.0018052781,0.15230092,0.04853429,0.08644653
test_2062_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2062_aligned.jpg,0,anger,5,sad,0,0.88564265,0.015100803,0.015100803,0.0009810592,0.0035661676,0.094390735,0.00027811973,0.88564265,4.038458e-05
test_1040_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1040_aligned.jpg,0,anger,5,sad,0,0.9905318,0.009291812,0.009291812,2.0305768e-10,8.047583e-07,0.00017380793,5.0839867e-07,0.9905318,1.2981399e-06
test_1997_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1997_aligned.jpg,0,anger,5,sad,0,0.9597807,0.0018065985,0.0018065985,5.9666578e-05,0.00022031995,0.0242419,0.013446413,0.9597807,0.0004443363
test_1691_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1691_aligned.jpg,0,anger,3,happy,0,0.96685445,0.009389542,0.009389542,0.00018833714,0.008917832,0.96685445,0.009716694,0.0014486165,0.0034845981
test_1683_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1683_aligned.jpg,0,anger,0,anger,1,0.91648555,0.91648555,0.91648555,0.00043536193,0.07835536,0.00043132534,0.0013107369,0.00015722394,0.0028243903
test_1684_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1684_aligned.jpg,0,anger,3,happy,0,0.72450465,0.21877581,0.21877581,0.0018346126,0.0002441761,0.72450465,0.03213814,9.690995e-05,0.022405729
test_1830_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1830_aligned.jpg,0,anger,0,anger,1,0.96983016,0.96983016,0.96983016,0.0015138696,3.54308e-05,0.014586753,0.00075048476,0.00018811766,0.013095386
test_0358_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0358_aligned.jpg,0,anger,3,happy,0,0.9251998,0.03980241,0.03980241,3.8708564e-05,0.0006966714,0.9251998,0.001991262,0.0030676473,0.029203514
test_1669_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1669_aligned.jpg,0,anger,6,surprise,0,0.9835486,0.0016108204,0.0016108204,0.0033216726,3.249507e-05,0.0007203783,0.0106906425,7.5390206e-05,0.9835486
test_1858_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1858_aligned.jpg,0,anger,5,sad,0,0.4156695,0.116114505,0.116114505,0.059686307,0.0018442697,0.02286132,0.38257405,0.4156695,0.0012500756
test_1437_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1437_aligned.jpg,0,anger,0,anger,1,0.89581734,0.89581734,0.89581734,0.0021073653,0.012993252,0.0480877,0.008478394,0.0004409638,0.032075074
test_1294_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1294_aligned.jpg,0,anger,3,happy,0,0.723417,0.19655122,0.19655122,0.00048046344,0.0044501675,0.723417,0.0047433972,0.011722697,0.05863505
test_1839_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1839_aligned.jpg,0,anger,3,happy,0,0.5115301,0.15173088,0.15173088,0.09213349,0.010978667,0.5115301,0.011653845,0.04985952,0.17211351
test_1289_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1289_aligned.jpg,0,anger,1,disgust,0,0.34687796,0.26739785,0.26739785,0.34687796,0.017781004,0.08437456,0.17536221,0.016925227,0.09128109
test_1314_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1314_aligned.jpg,0,anger,0,anger,1,0.42550388,0.42550388,0.42550388,0.14200036,0.006823547,0.37759188,0.037874505,0.004741927,0.005464026
test_0748_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0748_aligned.jpg,0,anger,0,anger,1,0.26607853,0.26607853,0.26607853,0.017821757,0.1578913,0.08153119,0.088362,0.22038639,0.16792889
test_1013_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1013_aligned.jpg,0,anger,4,neutral,0,0.33307678,0.19349912,0.19349912,0.12404251,0.0006596385,0.06528973,0.33307678,0.00031303082,0.28311917
test_2099_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2099_aligned.jpg,0,anger,0,anger,1,0.99212307,0.99212307,0.99212307,0.00016988405,1.936775e-05,0.006614304,0.00020313813,0.00049477734,0.00037548423
test_2075_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2075_aligned.jpg,0,anger,0,anger,1,0.7127865,0.7127865,0.7127865,1.2625828e-05,6.8958325e-05,0.26807573,0.0054771025,0.0009496847,0.012629279
test_1650_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1650_aligned.jpg,0,anger,3,happy,0,0.69255,0.00048995303,0.00048995303,0.0037476635,0.00032296852,0.69255,0.23427401,0.0100451,0.058570195
test_0820_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0820_aligned.jpg,0,anger,0,anger,1,0.9926777,0.9926777,0.9926777,3.882359e-06,0.00012953723,0.004197958,2.8187678e-05,0.000800508,0.00216209
test_0136_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0136_aligned.jpg,0,anger,0,anger,1,0.9734668,0.9734668,0.9734668,0.00066997204,0.0008912925,0.014702549,0.00025128396,9.185824e-05,0.00992626
test_1643_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1643_aligned.jpg,0,anger,0,anger,1,0.9857163,0.9857163,0.9857163,6.967492e-05,0.0041802023,0.0069019767,0.0001528719,2.8798526e-05,0.0029502024
test_1385_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1385_aligned.jpg,0,anger,0,anger,1,0.98972344,0.98972344,0.98972344,0.0036574677,0.00010590411,0.0010039483,0.0015393301,0.0036180106,0.00035181455
test_1305_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1305_aligned.jpg,0,anger,3,happy,0,0.9653886,0.022877157,0.022877157,0.00024979404,1.45595e-05,0.9653886,0.00050703774,0.0064850682,0.0044777896
test_1838_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1838_aligned.jpg,0,anger,6,surprise,0,0.2820261,0.16438559,0.16438559,0.1049971,0.012310559,0.051221274,0.13029177,0.25476763,0.2820261
test_1217_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1217_aligned.jpg,0,anger,0,anger,1,0.43185544,0.43185544,0.43185544,0.037301954,3.2890268e-06,0.05191592,0.037065543,0.09089646,0.35096133
test_1868_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1868_aligned.jpg,0,anger,0,anger,1,0.9219348,0.9219348,0.9219348,0.013817341,0.0018635788,0.05086542,0.0032759882,0.004109243,0.00413361
test_1828_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1828_aligned.jpg,0,anger,3,happy,0,0.48831367,0.118468486,0.118468486,0.0025469875,0.00013970853,0.48831367,0.0010163204,0.0022781892,0.38723662
