imagen_id,imagen_path,label_real,label_real_nombre,pred_efficient,pred_nombre,acierto,conf_pred,conf_correcta,prob_anger,prob_disgust,prob_fear,prob_happy,prob_neutral,prob_sad,prob_surprise,embedding_idx
test_0186_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0186_aligned.jpg,0,anger,0,anger,1,0.48829687,0.48829687,0.48829687,0.005268486,0.41104984,0.057400458,0.0021247098,0.014943397,0.020916205,0
test_1976_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1976_aligned.jpg,0,anger,0,anger,1,0.99841774,0.99841774,0.99841774,0.0013076907,9.798934e-06,1.6993448e-07,1.1712442e-05,0.00022216362,3.088105e-05,1
test_0321_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0321_aligned.jpg,0,anger,0,anger,1,0.8978132,0.8978132,0.8978132,0.00035139977,3.9534472e-05,3.0999137e-05,0.099413835,0.00043341686,0.0019175916,2
test_2024_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2024_aligned.jpg,0,anger,0,anger,1,0.999542,0.999542,0.999542,9.945365e-05,8.854302e-05,0.00015333858,2.5072152e-06,1.7738994e-05,9.64543e-05,3
test_2062_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2062_aligned.jpg,0,anger,0,anger,1,0.9936566,0.9936566,0.9936566,0.0048081675,8.313498e-05,0.0012821124,3.3240103e-06,0.00010336887,6.329789e-05,4
test_1040_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1040_aligned.jpg,0,anger,0,anger,1,0.97992206,0.97992206,0.97992206,0.0006350073,0.009226173,0.003892379,7.420844e-06,0.0033286284,0.0029881515,5
test_1997_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1997_aligned.jpg,0,anger,0,anger,1,0.76272017,0.76272017,0.76272017,0.027278995,0.047279604,0.028630396,0.021366693,0.04793833,0.06478582,6
test_1691_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1691_aligned.jpg,0,anger,0,anger,1,0.95622563,0.95622563,0.95622563,0.005558273,0.016036596,0.0063740774,0.0012403395,0.0025554076,0.012009608,7
test_1683_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1683_aligned.jpg,0,anger,0,anger,1,0.99179536,0.99179536,0.99179536,0.0006614803,0.0071049877,4.7277967e-06,3.738663e-07,0.0003904547,4.2650357e-05,8
test_1830_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1830_aligned.jpg,0,anger,0,anger,1,0.9962574,0.9962574,0.9962574,0.0026440658,7.58877e-06,0.00025320894,0.0003043095,6.648286e-05,0.00046695134,9
test_0358_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0358_aligned.jpg,0,anger,0,anger,1,0.768705,0.768705,0.768705,0.0034260456,0.03879209,0.14542082,0.0007525227,0.015181849,0.027721744,10
test_1669_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1669_aligned.jpg,0,anger,0,anger,1,0.9962644,0.9962644,0.9962644,0.002923079,7.3639414e-05,5.4399184e-06,0.00021175058,0.00038742402,0.00013418647,11
test_1437_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1437_aligned.jpg,0,anger,0,anger,1,0.6228272,0.6228272,0.6228272,0.34870073,0.0053712875,0.0007357593,0.00028194278,0.014196297,0.007886792,12
test_1294_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1294_aligned.jpg,0,anger,0,anger,1,0.84684664,0.84684664,0.84684664,0.0007440352,0.0070293215,0.00032888172,2.1604668e-05,0.0029191251,0.14211042,13
test_1839_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1839_aligned.jpg,0,anger,0,anger,1,0.9960652,0.9960652,0.9960652,0.0006664373,0.0011330342,0.0018368438,1.6863115e-06,0.00011349121,0.00018332465,14
test_1314_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1314_aligned.jpg,0,anger,0,anger,1,0.96039075,0.96039075,0.96039075,0.023526922,0.0057167844,0.0076070046,8.289545e-05,0.0010035378,0.0016721158,15
test_1013_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1013_aligned.jpg,0,anger,0,anger,1,0.8661751,0.8661751,0.8661751,0.018067796,0.03389483,0.025760528,0.013288585,0.004648928,0.03816426,16
test_2099_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2099_aligned.jpg,0,anger,0,anger,1,0.87250006,0.87250006,0.87250006,0.09527041,0.0009589028,0.0074637956,0.0040399567,0.0040493454,0.015717572,17
test_0136_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0136_aligned.jpg,0,anger,0,anger,1,0.9993326,0.9993326,0.9993326,4.184999e-05,0.00035326797,1.376235e-05,2.1212425e-05,6.0269274e-05,0.00017698032,18
test_1385_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1385_aligned.jpg,0,anger,0,anger,1,0.9549555,0.9549555,0.9549555,0.044552054,6.3561834e-05,0.00019780625,6.583039e-07,0.00018261805,4.775635e-05,19
test_1305_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1305_aligned.jpg,0,anger,0,anger,1,0.630243,0.630243,0.630243,0.3001744,0.001846533,0.04896363,0.0011556989,0.0005690788,0.017047651,20
test_1838_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1838_aligned.jpg,0,anger,0,anger,1,0.9848787,0.9848787,0.9848787,0.0006100016,0.011061336,0.0024941869,2.2652346e-06,0.00044976786,0.0005037284,21
test_1217_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1217_aligned.jpg,0,anger,0,anger,1,0.7783594,0.7783594,0.7783594,0.014806636,0.000982784,0.0025505032,0.06850405,0.0010877856,0.13370894,22
test_1868_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1868_aligned.jpg,0,anger,0,anger,1,0.9459429,0.9459429,0.9459429,0.0021812923,0.027893567,0.0025470378,0.0003594846,0.00014868064,0.02092702,23
test_1828_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1828_aligned.jpg,0,anger,0,anger,1,0.9799084,0.9799084,0.9799084,0.006104773,0.0020577905,0.005044384,0.0031391864,0.00032594064,0.003419502,24
test_0902_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0902_aligned.jpg,0,anger,0,anger,1,0.80295813,0.80295813,0.80295813,0.091836214,0.0068649934,0.0029762767,0.014539625,0.0732161,0.007608677,25
test_1534_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1534_aligned.jpg,0,anger,0,anger,1,0.63180315,0.63180315,0.63180315,0.36146668,0.0010666127,9.532366e-05,0.0003822712,0.0033308805,0.0018549778,26
test_2016_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2016_aligned.jpg,0,anger,0,anger,1,0.99951696,0.99951696,0.99951696,0.00013094745,9.756054e-05,1.228541e-07,8.461483e-05,6.3962674e-05,0.00010581596,27
test_2101_aligned.jpg,../RAF_DB/DATASET/test/anger/test_2101_aligned.jpg,0,anger,0,anger,1,0.7863413,0.7863413,0.7863413,0.098313145,0.0057397173,0.092153616,0.0019768814,0.014969299,0.00050607265,28
test_0347_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0347_aligned.jpg,0,anger,0,anger,1,0.80104315,0.80104315,0.80104315,0.00016043238,0.13991266,0.0073512583,7.830901e-05,0.048312817,0.0031413678,29
test_1471_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1471_aligned.jpg,0,anger,0,anger,1,0.9999883,0.9999883,0.9999883,1.05958425e-05,3.8835825e-07,2.184532e-07,3.6595331e-09,9.461239e-08,3.568544e-07,30
test_1946_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1946_aligned.jpg,0,anger,0,anger,1,0.99818844,0.99818844,0.99818844,0.00033665862,0.00017897409,0.00012730938,8.80353e-05,6.252546e-05,0.0010180745,31
test_1585_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1585_aligned.jpg,0,anger,0,anger,1,0.9993212,0.9993212,0.9993212,5.660252e-05,0.00057806296,3.3849035e-05,1.4891371e-08,7.766456e-06,2.561836e-06,32
test_1741_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1741_aligned.jpg,0,anger,0,anger,1,0.7948856,0.7948856,0.7948856,0.009528266,0.17809321,0.0055454974,9.6422504e-05,0.002094554,0.009756442,33
test_0190_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0190_aligned.jpg,0,anger,0,anger,1,0.99643326,0.99643326,0.99643326,0.0034816586,2.0211503e-06,2.3642502e-05,4.690553e-06,3.150727e-05,2.323043e-05,34
test_1539_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1539_aligned.jpg,0,anger,0,anger,1,0.91177756,0.91177756,0.91177756,0.016584642,0.0011093532,0.0018939327,0.021722404,0.007536778,0.039375436,35
test_1867_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1867_aligned.jpg,0,anger,0,anger,1,0.9687942,0.9687942,0.9687942,0.024251128,0.0012241416,0.00013499374,0.00017727086,9.200726e-05,0.0053260843,36
test_0853_aligned.jpg,../RAF_DB/DATASET/test/anger/test_0853_aligned.jpg,0,anger,0,anger,1,0.958772,0.958772,0.958772,0.00014917455,0.01562143,0.0042771134,3.8082864e-05,9.707191e-06,0.021132462,37
test_1964_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1964_aligned.jpg,0,anger,0,anger,1,0.9929612,0.9929612,0.9929612,0.0059735803,4.7562804e-05,5.6739316e-07,2.2213251e-05,0.0009160385,7.87197e-05,38
test_1234_aligned.jpg,../RAF_DB/DATASET/test/anger/test_1234_aligned.jpg,0,anger,0,anger,1,0.9983552,0.9983552,0.9983552,0.00017607812,0.0005478541,0.00010545637,1.8957006e-05,0.00046655748,0.0003300105,39
